id,name,dataset,state,region,province,municipality,lapse_rate_code,lat,lon,utmx,utmy,altitude,value
5416,Trebbia Valsigiara,simnpr,ITALY,EMILIA-ROMAGNA,PIACENZA,OTTONE,1,44.6402,9.33012,526180,4.94304e+06,462,29.9
5422,Ponte Cavola,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CARPINETI,1,44.4093,10.523,621264,4.91847e+06,367,30.8
5423,Berceto,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,BERCETO,0,44.5105,9.98301,578133,4.92904e+06,758,27.5
5424,Villa Minozzo,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,VILLA MINOZZO,0,44.3625,10.46,616342,4.91318e+06,704,28.7
5429,Badia Tedalda,simnbo,ITALY,TOSCANA,AREZZO,BADIA TEDALDA,0,43.6922,12.1362,752746,4.84247e+06,850,29.1
5442,Serramazzoni,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,SERRAMAZZONI,0,44.4289,10.7871,642242,4.92106e+06,826,28.9
5444,Cesenatico porto,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,CESENATICO,1,44.2065,12.4013,771755,4.90043e+06,1,35
5452,Barco,simnbo,ITALY,TOSCANA,FIRENZE,FIRENZUOLA,0,44.0609,11.3982,692081,4.88143e+06,720,29.5
5458,Monghidoro,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,MONGHIDORO,0,44.2252,11.3236,685591,4.89951e+06,825,28.8
5459,Treppio,simnbo,ITALY,TOSCANA,PISTOIA,SAMBUCA PISTOIESE,1,44.0816,11.033,662768,4.88294e+06,650,31.6
5463,San Valentino,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CASTELLARANO,0,44.5237,10.6992,635028,4.93145e+06,302,31.8
5464,Ramiseto,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,VENTASSO,0,44.4114,10.2756,601562,4.91836e+06,798,28
5465,Predolo,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CASTELNOVO NE' MONTI,0,44.4844,10.4468,615045,4.9267e+06,751,27.7
5466,Musiara Superiore,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,TIZZANO VAL PARMA,0,44.4985,10.1784,593679,4.92792e+06,982,28.9
5467,Campora di Sasso,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,NEVIANO DEGLI ARDUINI,0,44.5212,10.2755,601366,4.93056e+06,649,30.2
5468,Grammatica,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,CORNIGLIO,0,44.4383,10.0929,586974,4.92113e+06,980,30.2
5469,Casaselvatica,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,BERCETO,0,44.5478,10.0356,582264,4.93324e+06,834,31
5470,Bettola,simnpr,ITALY,EMILIA-ROMAGNA,PIACENZA,BETTOLA,0,44.7955,9.63362,550116,4.96043e+06,600,28
5471,Selva Ferriere,simnpr,ITALY,EMILIA-ROMAGNA,PIACENZA,FERRIERE,0,44.5868,9.48245,538297,4.93716e+06,1109,27
5472,Cassimoreno,simnpr,ITALY,EMILIA-ROMAGNA,PIACENZA,FERRIERE,0,44.6362,9.57935,545949,4.9427e+06,881,28.4
5475,Selvanizza,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,PALANZANO,1,44.44,10.2357,598334,4.92149e+06,474,30.5
5482,San Michele,simnpr,ITALY,EMILIA-ROMAGNA,PIACENZA,MORFASSO,0,44.7627,9.70231,555580,4.95683e+06,662,28.3
5483,Tarsogno,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,TORNOLO,0,44.4467,9.61803,549177,4.92167e+06,852,24.8
5484,Varano Marchesi,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,MEDESANO,0,44.7334,10.0236,581051,4.95385e+06,434,31.5
5487,Salsominore,simnpr,ITALY,EMILIA-ROMAGNA,PIACENZA,FERRIERE,1,44.6327,9.40531,532148,4.94223e+06,408,31.3
5499,Piandelagotti,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,FRASSINORO,0,44.2371,10.5163,621087,4.89933e+06,1219,27.7
5501,Lago Pratignano,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,FANANO,0,44.1774,10.8178,645306,4.89318e+06,1319,25.9
5509,Civago,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,VILLA MINOZZO,0,44.2472,10.4658,617030,4.90037e+06,1051,28.3
5510,Ospitaletto,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,VENTASSO,0,44.297,10.3167,605035,4.9057e+06,1150,26.2
5512,Canossa,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CANOSSA,0,44.5659,10.4658,616398,4.93577e+06,516,29.9
5540,Roncovetro,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CANOSSA,0,44.5177,10.3814,609781,4.9303e+06,571,30.7
5541,Polinago,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,POLINAGO,0,44.3436,10.7298,637880,4.9115e+06,754,31.3
5544,Teruzzi,simnpr,ITALY,EMILIA-ROMAGNA,PIACENZA,MORFASSO,0,44.695,9.68524,554293,4.9493e+06,1077,24.1
5548,Casalporino,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,BEDONIA,0,44.5271,9.54738,543496,4.93057e+06,925,27
5549,Mormorola,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,VALMOZZOLA,1,44.5688,9.88653,570394,4.93543e+06,556,30.5
5553,Albareto Parma,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,ALBARETO,1,44.4469,9.69847,555577,4.92174e+06,495,31.6
5554,Farfanaro,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,COMPIANO,0,44.5667,9.67953,553960,4.93504e+06,787,27.9
5555,Varsi,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,VARSI,1,44.6494,9.82106,565105,4.94433e+06,451,29.9
5556,Valdena,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,BORGO VAL DI TARO,0,44.4441,9.78421,562402,4.9215e+06,762,27.5
5558,Frassineto,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,BARDI,1,44.5816,9.58508,546447,4.93664e+06,824,26.6
5559,Guiglia,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,GUIGLIA,0,44.4325,10.9924,658577,4.92184e+06,456,30.6
5560,Baiso,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,BAISO,0,44.4991,10.6057,627652,4.92856e+06,550,30.6
5561,Cabanne,simnpr,ITALY,LIGURIA,GENOVA,REZZOAGLIO,1,44.4952,9.34647,527546,4.92693e+06,848,27.2
5565,Alpe Gorreto,simnpr,ITALY,LIGURIA,GENOVA,GORRETO,0,44.6037,9.23553,518690,4.93896e+06,849,26
5566,Barbagelata,simnpr,ITALY,LIGURIA,GENOVA,MONTEBRUNO,0,44.481,9.24207,519251,4.92532e+06,1116,24.2
5567,Gropparello,simnpr,ITALY,EMILIA-ROMAGNA,PIACENZA,GROPPARELLO,1,44.8251,9.7255,557354,4.96378e+06,341,29.6
5568,Rovegno,simnpr,ITALY,LIGURIA,GENOVA,ROVEGNO,1,44.5734,9.28496,522625,4.9356e+06,745,28.9
5569,Passo delle Radici,simnpr,ITALY,TOSCANA,LUCCA,CASTIGLIONE DI GARFAGNANA,0,44.2098,10.4886,618929,4.89625e+06,1535,22.6
6030,Piacenza urbana,urbane,ITALY,EMILIA-ROMAGNA,PIACENZA,PIACENZA,1,45.0549,9.67965,553515,4.98928e+06,71,30.8
6032,Reggio nell'Emilia urbana,urbane,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,REGGIO NELL'EMILIA,1,44.6978,10.6337,629436,4.95068e+06,72,33
6033,Modena urbana,urbane,ITALY,EMILIA-ROMAGNA,MODENA,MODENA,1,44.6564,10.917,651988,4.94657e+06,73,32.5
6035,Ferrara urbana,urbane,ITALY,EMILIA-ROMAGNA,FERRARA,FERRARA,1,44.8325,11.6211,707187,4.96769e+06,26,32.1
6037,Forli' urbana,urbane,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,FORLI',1,44.2204,12.0418,742974,4.90085e+06,51,33.3
6038,Cesena urbana,urbane,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,CESENA,1,44.1382,12.2436,759456,4.89234e+06,77,34.1
6039,Rimini urbana,urbane,ITALY,EMILIA-ROMAGNA,RIMINI,RIMINI,1,44.0592,12.5735,786227,4.88466e+06,16,36.4
6227,Mezzolara,agrmet,ITALY,EMILIA-ROMAGNA,BOLOGNA,BUDRIO,0,44.5711,11.5338,701187,4.93843e+06,20,32.5
6228,Sant'Antonio Arpa,agrmet,ITALY,EMILIA-ROMAGNA,BOLOGNA,MEDICINA,0,44.5686,11.7327,716990,4.93866e+06,8,34.3
6232,Castel San Pietro Arpa,agrmet,ITALY,EMILIA-ROMAGNA,BOLOGNA,CASTEL SAN PIETRO TERME,0,44.4111,11.597,706771,4.92082e+06,58,32.4
6233,Formigine,agrmet,ITALY,EMILIA-ROMAGNA,MODENA,FORMIGINE,1,44.5512,10.9094,651658,4.93487e+06,90,32.1
6237,Zibello,agrmet,ITALY,EMILIA-ROMAGNA,PARMA,POLESINE ZIBELLO,0,45.0069,10.1679,592034,4.98439e+06,31,32.2
6238,Castelnovo di Sotto,agrmet,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CASTELNOVO DI SOTTO,0,44.8369,10.5782,624741,4.96605e+06,23,32.4
6239,Carpineti,agrmet,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CARPINETI,0,44.4756,10.5086,619984,4.92581e+06,580,30.2
6240,Montefiorino,agrmet,ITALY,EMILIA-ROMAGNA,MODENA,MONTEFIORINO,0,44.3281,10.6227,629378,4.90959e+06,632,32.3
6242,Pieve di Cusignano,agrmet,ITALY,EMILIA-ROMAGNA,PARMA,FIDENZA,0,44.7804,10.0387,582180,4.95908e+06,277,29.4
6257,Granarolo Faentino,locali,ITALY,EMILIA-ROMAGNA,RAVENNA,FAENZA,0,44.3616,11.9219,732838,4.91619e+06,15,32.2
6259,Cusercoli,agrmet,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,CIVITELLA DI ROMAGNA,0,44.0411,11.9819,738910,4.88076e+06,330,33.9
6260,San Nicolo',agrmet,ITALY,EMILIA-ROMAGNA,PIACENZA,ROTTOFRENO,0,45.0414,9.58959,546435,4.98772e+06,68,31.8
6261,Castellazzo Villanova d'Arda,agrmet,ITALY,EMILIA-ROMAGNA,PIACENZA,VILLANOVA SULL'ARDA,0,45.0025,10.0049,579201,4.98372e+06,41,31.5
6263,San Felice sul Panaro,agrmet,ITALY,EMILIA-ROMAGNA,MODENA,SAN FELICE SUL PANARO,0,44.8261,11.1258,668050,4.96583e+06,16,32.9
6264,Padulle Sala Bolognese,agrmet,ITALY,EMILIA-ROMAGNA,BOLOGNA,SALA BOLOGNESE,0,44.6278,11.2906,681697,4.94415e+06,25,33.1
6265,Sasso Morelli,agrmet,ITALY,EMILIA-ROMAGNA,BOLOGNA,IMOLA,0,44.4195,11.7541,719246,4.92216e+06,19,32.1
6267,Mulazzano,locali,ITALY,EMILIA-ROMAGNA,RIMINI,CORIANO,0,43.9525,12.5362,783747,4.87268e+06,190,36.2
6270,Morciano,agrmet,ITALY,EMILIA-ROMAGNA,RIMINI,MORCIANO DI ROMAGNA,0,43.9118,12.6429,792509,4.86853e+06,65,37.8
6584,Metauro 1,fiduma,ITALY,MARCHE,PESARO E URBINO,CARTOCETO,0,43.7627,12.9676,819372,4.85317e+06,36,36.7
6612,Sant'Angelo in Vado,fiduma,ITALY,MARCHE,PESARO E URBINO,SANT'ANGELO IN VADO,1,43.6669,12.4102,774944,4.84053e+06,352,34.9
6625,Urbino,fiduma,ITALY,MARCHE,PESARO E URBINO,URBINO,0,43.7232,12.6367,792928,4.84756e+06,471,33.5
6640,Sellarino Voghiera,agrmet,ITALY,EMILIA-ROMAGNA,FERRARA,VOGHIERA,0,44.7466,11.7464,717410,4.95847e+06,3,34.1
6643,Mirabello,agrmet,ITALY,EMILIA-ROMAGNA,FERRARA,TERRE DEL RENO,0,44.8319,11.4544,694006,4.9672e+06,10,31.6
70000,Brisighella,agrmet,ITALY,EMILIA-ROMAGNA,RAVENNA,BRISIGHELLA,0,44.2198,11.7554,720101,4.89998e+06,185,32.8
7794,Camaldoli,fiduto,ITALY,TOSCANA,AREZZO,POPPI,0,43.8104,11.8174,726601,4.85467e+06,1111,27.8
8,Loiano,locali,ITALY,EMILIA-ROMAGNA,BOLOGNA,LOIANO,0,44.2609,11.3265,685704,4.90349e+06,741,30.8
8433,Bologna Torre Asinelli,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,BOLOGNA,1,44.4942,11.3468,686582,4.92944e+06,148,32.1
