id,name,dataset,state,region,province,municipality,lapse_rate_code,lat,lon,utmx,utmy,altitude,value
12459,Guagnino,simnbo,ITALY,EMILIA-ROMAGNA,FERRARA,COMACCHIO,0,44.6884,12.2116,754494,4.95336e+06,1,32.8
12461,Lago Scaffaiolo,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,FANANO,0,44.1192,10.809,644748,4.8867e+06,1794,20
12465,Lama,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,BAGNO DI ROMAGNA,1,43.8318,11.8377,728157,4.8571e+06,715,30.6
12466,Campigna,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,SANTA SOFIA,0,43.8718,11.7472,720732,4.8613e+06,1060,27.3
12467,Diga di Ridracoli,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,BAGNO DI ROMAGNA,1,43.8701,11.8387,728087,4.86136e+06,565,32.3
12468,Capaccio,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,BAGNO DI ROMAGNA,1,43.9253,11.8919,732147,4.86764e+06,295,34.1
12474,Corniolo,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,SANTA SOFIA,1,43.9031,11.7992,724789,4.86493e+06,476,32.5
12479,Rimini Ausa,simnbo,ITALY,EMILIA-ROMAGNA,RIMINI,RIMINI,0,44.0565,12.5455,783993,4.88426e+06,10,35.6
12626,Garibaldi A.,boa,ITALY,EMILIA-ROMAGNA,RAVENNA,RAVENNA,1,44.5225,12.5114,779043,4.93591e+06,10,28.6
12627,Piomboni_Elisup,boa,ITALY,EMILIA-ROMAGNA,RAVENNA,RAVENNA,0,44.4794,12.2708,760118,4.93033e+06,5,30.2
12628,Angelina,boa,ITALY,EMILIA-ROMAGNA,RAVENNA,RAVENNA,0,44.3911,12.3436,766307,4.92075e+06,25,29
12633,Castel del Rio,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,CASTEL DEL RIO,1,44.2142,11.5083,700380,4.89872e+06,183,34.8
12721,Cassa Dosolo,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,SALA BOLOGNESE,0,44.6539,11.2686,679874,4.94701e+06,22,33.2
12731,Bigarello,fidupo,ITALY,LOMBARDIA,MANTOVA,BIGARELLO,0,45.1874,10.8867,648218,5.0055e+06,26,30.9
12760,Cavenago d'Adda,fidupo,ITALY,LOMBARDIA,LODI,CAVENAGO D'ADDA,0,45.2699,9.56172,544064,5.01309e+06,67,28.3
12781,Goito,fidupo,ITALY,LOMBARDIA,MANTOVA,GOITO,0,45.2627,10.662,630393,5.01347e+06,42,31.1
12806,Palidano di Gonzaga,fidupo,ITALY,LOMBARDIA,MANTOVA,GONZAGA,0,44.9593,10.7573,638600,4.97993e+06,20,32.2
12809,Passo del Giova',fidupo,ITALY,LOMBARDIA,PAVIA,SANTA MARGHERITA DI STAFFORA,0,44.6832,9.21615,517130,4.94778e+06,1363,21.3
12812,Persico Dosimo,fidupo,ITALY,LOMBARDIA,CREMONA,PERSICO DOSIMO,0,45.1637,10.0588,583212,5.00168e+06,44,30.9
12830,S.Angelo Lodigiano,fidupo,ITALY,LOMBARDIA,LODI,SANT'ANGELO LODIGIANO,0,45.2607,9.37965,529786,5.01198e+06,60,27.7
12832,S.Colombano al Lambro meteo,fidupo,ITALY,LOMBARDIA,MILANO,SAN COLOMBANO AL LAMBRO,0,45.1871,9.48623,538198,5.00385e+06,80,30.3
12847,Sermide,fidupo,ITALY,LOMBARDIA,MANTOVA,SERMIDE,0,45.0149,11.2933,680703,4.98716e+06,10,29.4
12860,Varzi Nivione (ersaf),fidupo,ITALY,LOMBARDIA,PAVIA,VARZI,0,44.8065,9.17837,514106,4.96147e+06,560,31.5
12865,Anita,profe,ITALY,EMILIA-ROMAGNA,FERRARA,ARGENTA,0,44.5653,12.0469,741952,4.93918e+06,-4,31.21
12867,Bondeno,profe,ITALY,EMILIA-ROMAGNA,FERRARA,BONDENO,0,44.9217,11.3372,684461,4.97691e+06,5,32.11
12868,Copparo,profe,ITALY,EMILIA-ROMAGNA,FERRARA,COPPARO,0,44.9216,11.7999,720979,4.97806e+06,0,32.11
12869,Diamantina,profe,ITALY,EMILIA-ROMAGNA,FERRARA,VIGARANO MAINARDA,0,44.8859,11.5117,698352,4.97334e+06,5,32.11
12870,Jolanda di Savoia,profe,ITALY,EMILIA-ROMAGNA,FERRARA,JOLANDA DI SAVOIA,0,44.8828,11.933,731640,4.97412e+06,0,30.91
12872,Mesola,profe,ITALY,EMILIA-ROMAGNA,FERRARA,MESOLA,0,44.9193,12.1726,750401,4.97888e+06,-3,33.21
12874,Ostellato,profe,ITALY,EMILIA-ROMAGNA,FERRARA,OSTELLATO,0,44.748,11.9427,732945,4.95917e+06,-2,32.71
12875,Poggio Renatico,profe,ITALY,EMILIA-ROMAGNA,FERRARA,POGGIO RENATICO,0,44.7491,11.483,696547,4.95808e+06,5,33.31
12877,Quartesana,profe,ITALY,EMILIA-ROMAGNA,FERRARA,FERRARA,0,44.8183,11.749,717347,4.96644e+06,2,33.01
12878,San Bartolomeo in Bosco,profe,ITALY,EMILIA-ROMAGNA,FERRARA,FERRARA,0,44.7414,11.6066,706360,4.95753e+06,8,32.31
12921,Cabella Ligure,fidupo,ITALY,PIEMONTE,ALESSANDRIA,CABELLA LIGURE,1,44.6739,9.09194,507288,4.94673e+06,480,29.5
12948,Chioggia S.Anna CMT,fiduve,ITALY,VENETO,VENEZIA,CHIOGGIA,0,45.1439,12.2761,757560,5.00416e+06,-1,28.4
12981,Passo del Brattello,fiduto,ITALY,TOSCANA,MASSA CARRARA,PONTREMOLI,0,44.4562,9.82296,565472,4.92287e+06,955,25.5
12982,Passo del Cerreto,fiduto,ITALY,TOSCANA,MASSA CARRARA,FIVIZZANO,0,44.3042,10.2168,597054,4.90638e+06,1250,23.1
12994,Paderno,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,BOLOGNA,0,44.4556,11.3108,683847,4.92507e+06,194,32.5
12997,San Cassiano sul Lamone,simnbo,ITALY,EMILIA-ROMAGNA,RAVENNA,BRISIGHELLA,1,44.1483,11.6914,715244,4.89187e+06,226,33.7
13038,Foce a Giovo,fiduto,ITALY,TOSCANA,LUCCA,COREGLIA ANTELMINELLI,0,44.1182,10.6093,628766,4.88626e+06,1674,20.1
13064,Acquerino,fiduto,ITALY,TOSCANA,PISTOIA,SAMBUCA PISTOIESE,0,44.0232,11.0253,662312,4.87645e+06,950,26.9
13105,Giogo,fiduto,ITALY,TOSCANA,FIRENZE,FIRENZUOLA,0,44.0474,11.3893,691412,4.87991e+06,880,27.6
13129,Passo Radici,fiduto,ITALY,TOSCANA,LUCCA,CASTIGLIONE DI GARFAGNANA,0,44.1971,10.4867,618800,4.89483e+06,1637,21.4
13158,Sestino,fiduto,ITALY,TOSCANA,AREZZO,SESTINO,0,43.7496,12.2747,763651,4.84928e+06,1000,28.3
14101,Bologna idrografico,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,BOLOGNA,1,44.4997,11.3461,686512,4.93006e+06,84,33.7
14387,Porto Garibaldi,marefe,ITALY,EMILIA-ROMAGNA,FERRARA,COMACCHIO,1,44.6767,12.2494,757544,4.95217e+06,0,29.1
14423,Castagneto,fiduto,ITALY,TOSCANA,FIRENZE,SAN GODENZO,0,43.9394,11.6427,712092,4.86854e+06,918,27.7
14598,Marina di Ravenna,claster,ITALY,EMILIA-ROMAGNA,RAVENNA,RAVENNA,0,44.4804,12.2774,760639,4.93046e+06,-1,31.2
14600,Riola di Vergato,claster,ITALY,EMILIA-ROMAGNA,BOLOGNA,GRIZZANA MORANDI,1,44.2303,11.0591,664446,4.89951e+06,254,34.15
14601,Rocca San Casciano,claster,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,ROCCA SAN CASCIANO,1,44.0536,11.8417,727626,4.88175e+06,250,33.07
14602,Corniolo,claster,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,SANTA SOFIA,1,43.9071,11.7931,724290,4.86535e+06,553,33.18
14603,Diga di Pavana,claster,ITALY,EMILIA-ROMAGNA,BOLOGNA,CASTEL DI CASIO,1,44.1183,11.0056,660479,4.88697e+06,474,31.69
14604,Diga di Brasimone,claster,ITALY,EMILIA-ROMAGNA,BOLOGNA,CAMUGNANO,1,44.1289,11.1175,669402,4.88837e+06,840,27.5
14605,Diga di Suviana,claster,ITALY,EMILIA-ROMAGNA,BOLOGNA,CAMUGNANO,1,44.1342,11.0428,663410,4.8888e+06,478,30.84
14606,Fosso Ghiaia,claster,ITALY,EMILIA-ROMAGNA,RAVENNA,RAVENNA,0,44.3531,12.2651,760218,4.91628e+06,-2,31.91
14607,Codigoro,claster,ITALY,EMILIA-ROMAGNA,FERRARA,CODIGORO,0,44.8352,12.0981,744879,4.96931e+06,1,32.38
14608,Monzuno,claster,ITALY,EMILIA-ROMAGNA,BOLOGNA,MONZUNO,0,44.28,11.2617,680478,4.90546e+06,613,29.74
14609,Diga di Quarto,claster,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,SARSINA,1,43.8906,12.0861,747885,4.86435e+06,336,37.11
14709,Aguscello,profe,ITALY,EMILIA-ROMAGNA,FERRARA,FERRARA,0,44.7971,11.6474,709394,4.96382e+06,3,33.21
14711,Bando,profe,ITALY,EMILIA-ROMAGNA,FERRARA,PORTOMAGGIORE,0,44.6619,11.8522,726120,4.94935e+06,-2,32.71
14715,Castelbolognese,profe,ITALY,EMILIA-ROMAGNA,RAVENNA,CASTEL BOLOGNESE,0,44.347,11.7894,722333,4.9142e+06,28,31.31
14717,Contane,profe,ITALY,EMILIA-ROMAGNA,FERRARA,JOLANDA DI SAVOIA,0,44.9276,12.0142,737864,4.97933e+06,-6,30.81
14719,Corte Centrale,profe,ITALY,EMILIA-ROMAGNA,FERRARA,FISCAGLIA,0,44.7872,12.0276,739505,4.96377e+06,-2,32.61
14721,Dosso,profe,ITALY,EMILIA-ROMAGNA,FERRARA,TERRE DEL RENO,0,44.7793,11.3449,685519,4.96111e+06,8,32.11
14723,Final di Rero,profe,ITALY,EMILIA-ROMAGNA,FERRARA,TRESIGNANA,0,44.8108,11.8677,726759,4.96594e+06,-2,33.01
14725,Gaibanella,profe,ITALY,EMILIA-ROMAGNA,FERRARA,FERRARA,0,44.769,11.6626,710698,4.96074e+06,3,31.51
14727,Giralda,profe,ITALY,EMILIA-ROMAGNA,FERRARA,CODIGORO,0,44.8138,12.2002,753038,4.96725e+06,-2,32.41
14735,Mezzano nord-ovest,profe,ITALY,EMILIA-ROMAGNA,FERRARA,PORTOMAGGIORE,0,44.6696,11.8985,729753,4.95034e+06,-4,33.31
14737,Mezzogoro,profe,ITALY,EMILIA-ROMAGNA,FERRARA,CODIGORO,0,44.8892,12.0737,742720,4.97524e+06,-6,30.21
14743,Ponzano,profe,ITALY,EMILIA-ROMAGNA,BOLOGNA,VALSAMOGGIA,0,44.4172,11.0993,667131,4.92035e+06,221,31.61
14745,San Biagio,profe,ITALY,EMILIA-ROMAGNA,FERRARA,ARGENTA,0,44.5946,11.8713,727897,4.94192e+06,0,32.31
14749,Sandolo,profe,ITALY,EMILIA-ROMAGNA,FERRARA,PORTOMAGGIORE,0,44.7233,11.8066,722264,4.95604e+06,-1,32.71
2,Finale Emilia,locali,ITALY,EMILIA-ROMAGNA,MODENA,FINALE EMILIA,0,44.8391,11.284,680519,4.96761e+06,12,32.8
2286,San Pancrazio,locali,ITALY,EMILIA-ROMAGNA,PARMA,PARMA,0,44.8081,10.2724,600623,4.96242e+06,59,31.25
2290,Castelfranco Emilia,agrmet,ITALY,EMILIA-ROMAGNA,MODENA,CASTELFRANCO EMILIA,0,44.6313,11.0295,660981,4.944e+06,32,33
2291,Sasso Marconi Arpa,locali,ITALY,EMILIA-ROMAGNA,BOLOGNA,SASSO MARCONI,0,44.4397,11.2413,678359,4.92315e+06,275,32.2
2292,Sant'Agata sul Santerno,agrmet,ITALY,EMILIA-ROMAGNA,RAVENNA,SANT'AGATA SUL SANTERNO,0,44.4485,11.8667,728096,4.92569e+06,10,32.6
2295,San Pietro in Vincoli,agrmet,ITALY,EMILIA-ROMAGNA,RAVENNA,RAVENNA,0,44.3139,12.1602,752029,4.9116e+06,5,33.8
2297,Vergiano,agrmet,ITALY,EMILIA-ROMAGNA,RIMINI,RIMINI,0,44.0346,12.5005,780493,4.88167e+06,36,36.5
2301,Sant'Agata Bolognese,agrmet,ITALY,EMILIA-ROMAGNA,BOLOGNA,SANT'AGATA BOLOGNESE,0,44.695,11.1449,669948,4.95131e+06,18,33.4
2303,Copparo,agrmet,ITALY,EMILIA-ROMAGNA,FERRARA,COPPARO,0,44.9163,11.8213,722686,4.97753e+06,1,31.7
2305,Correggio,agrmet,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CORREGGIO,0,44.7433,10.7729,640357,4.95596e+06,33,34.1
2306,Cavriago,agrmet,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CAVRIAGO,0,44.6895,10.5106,619702,4.94957e+06,95,31.7
2979,Settefonti,locali,ITALY,EMILIA-ROMAGNA,BOLOGNA,OZZANO DELL'EMILIA,0,44.4027,11.4621,696057,4.91955e+06,321,30.7
2981,Rolo,locali,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,ROLO,0,44.8848,10.874,647996,4.97186e+06,20,32.2
3,Malborghetto di Boara,locali,ITALY,EMILIA-ROMAGNA,FERRARA,FERRARA,0,44.8589,11.6563,709867,4.97071e+06,2,32.69
3000,Ca' Bortolani,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,VALSAMOGGIA,0,44.3468,11.0845,666151,4.91251e+06,691,30.1
3001,Pracchia,simnbo,ITALY,TOSCANA,PISTOIA,PISTOIA,1,44.054,10.9056,652640,4.87964e+06,620,29.5
3004,Invaso,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,SAN BENEDETTO VAL DI SAMBRO,1,44.2263,11.2226,677515,4.89941e+06,460,32.4
3011,Sestola,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,SESTOLA,0,44.2321,10.7687,641252,4.89918e+06,985,30.5
3012,Pievepelago,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,PIEVEPELAGO,0,44.1943,10.5772,626041,4.89466e+06,1083,31.1
3013,Pavullo,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,PAVULLO NEL FRIGNANO,1,44.3196,10.8283,645790,4.90899e+06,687,31
3015,Bardi,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,BARDI,0,44.6338,9.73284,558125,4.94253e+06,597,30.5
3016,Bedonia,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,BEDONIA,1,44.5074,9.62674,549818,4.92843e+06,521,30.1
3017,Castelnovo ne' Monti,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CASTELNOVO NE' MONTI,0,44.4349,10.3947,610999,4.92112e+06,729,28.6
3020,Isola Palanzano,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,PALANZANO,1,44.4284,10.1622,592503,4.92011e+06,597,30.6
3021,Lagdei,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,CORNIGLIO,1,44.4123,10.0085,580297,4.91816e+06,1252,24.9
3022,Marra,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,CORNIGLIO,1,44.4734,10.0475,583309,4.92499e+06,618,31.6
3029,Monte Grosso,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,ROCCA SAN CASCIANO,0,44.0715,11.8718,729972,4.88383e+06,670,28.7
3030,Rontana,spdsra,ITALY,EMILIA-ROMAGNA,RAVENNA,BRISIGHELLA,0,44.227,11.7378,718668,4.90073e+06,370,29.9
3031,Corsicchie,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,BAGNO DI ROMAGNA,0,43.846,12.0357,744020,4.85925e+06,1200,27.9
3033,Civitella,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,CIVITELLA DI ROMAGNA,0,43.9935,11.9453,736167,4.87537e+06,460,35.1
3042,Voltre,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,CIVITELLA DI ROMAGNA,0,44.0325,12.0433,743862,4.87998e+06,270,33.7
3044,Trebbio,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,MODIGLIANA,0,44.1366,11.837,726938,4.89096e+06,570,30
3045,Monte Iottone,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,MERCATO SARACENO,0,43.9969,12.1687,754062,4.87641e+06,365,33.2
3048,Roversano,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,CESENA,0,44.0857,12.2068,756738,4.88639e+06,175,33.5
3049,Bibbiana,spdsra,ITALY,TOSCANA,FIRENZE,PALAZZUOLO SUL SENIO,0,44.1296,11.5126,701007,4.88934e+06,858,30.1
3050,Corniolo,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,SANTA SOFIA,0,43.9243,11.7933,724239,4.86725e+06,735,30.6
3060,Madonna dei Fornelli,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,SAN BENEDETTO VAL DI SAMBRO,0,44.2157,11.2568,680282,4.89831e+06,900,26.2
3062,Monteacuto delle Alpi,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,LIZZANO IN BELVEDERE,0,44.1364,10.8874,650975,4.88875e+06,900,29.4
3077,Diga del Brugneto,simnpr,ITALY,LIGURIA,GENOVA,TORRIGLIA,1,44.5339,9.20825,516546,4.9312e+06,744,26.2
3078,Lago Paduli,simnpr,ITALY,TOSCANA,MASSA CARRARA,COMANO,0,44.3458,10.1385,590743,4.91091e+06,1151,24.8
3080,Torriglia,simnpr,ITALY,LIGURIA,GENOVA,TORRIGLIA,1,44.5149,9.15454,512283,4.92907e+06,769,26.1
3104,Vergato,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,VERGATO,1,44.2878,11.1131,668598,4.90601e+06,193,32.9
3142,Porretta Terme,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,ALTO RENO TERME,1,44.154,10.9773,658118,4.89088e+06,352,31.5
3143,Imola,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,IMOLA,0,44.3453,11.7129,716242,4.91381e+06,42,33.2
3148,Saletto,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,BENTIVOGLIO,0,44.6323,11.4411,693626,4.94501e+06,18,32.3
3172,Ostia Parmense,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,BORGO VAL DI TARO,1,44.5141,9.84219,566936,4.92932e+06,354,31.7
3202,Quarto,spdsra,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,SARSINA,1,43.8921,12.0952,748607,4.86455e+06,247,35
4,Martorano,locali,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,CESENA,0,44.1661,12.268,761279,4.89552e+06,25,35.4
4058,Fortunago,fidupo,ITALY,LOMBARDIA,PAVIA,FORTUNAGO,0,44.9126,9.19497,515390,4.97326e+06,501,29.2
4059,Casanova,fidupo,ITALY,LOMBARDIA,PAVIA,SANTA MARGHERITA DI STAFFORA,1,44.7668,9.2381,518842,4.95707e+06,562,29.6
4166,Voghera,fidupo,ITALY,LOMBARDIA,PAVIA,VOGHERA,0,44.9903,9.01748,501378,4.98188e+06,93,29.3
5301,Bobbio,simnpr,ITALY,EMILIA-ROMAGNA,PIACENZA,BOBBIO,1,44.7551,9.38369,530370,4.95582e+06,272,32.1
53010,Gainago,agrmet,ITALY,EMILIA-ROMAGNA,PARMA,TORRILE,0,44.8855,10.3807,609037,4.97116e+06,28,31.8
53016,Riccione Urbana,rmap,ITALY,EMILIA-ROMAGNA,RIMINI,RICCIONE,1,44.0003,12.6552,793055,4.87841e+06,22,36.07
53065,Borgonovo - Genesi,rmap,ITALY,EMILIA-ROMAGNA,PIACENZA,BORGONOVO VAL TIDONE,0,44.9682,9.43506,534308,4.97951e+06,164,31.58
53066,Vicomarino,rmap,ITALY,EMILIA-ROMAGNA,PIACENZA,ZIANO PIACENTINO,0,44.9806,9.38482,530340,4.98087e+06,234,29.94
53069,Albareto - Caraffini,rmap,ITALY,EMILIA-ROMAGNA,PIACENZA,ZIANO PIACENTINO,0,44.98,9.41685,532866,4.98081e+06,254,29.26
53083,GIRALDA,locali,ITALY,EMILIA-ROMAGNA,CODIGORO,FERRARA,0,44.8138,12.2483,756848,4.9674e+06,-1,33.02
53084,UMANA,locali,ITALY,EMILIA-ROMAGNA,ARGENTA,FERRARA,0,44.5734,12.1013,746242,4.94024e+06,-1,31.6
53085,MARTINELLA,locali,ITALY,EMILIA-ROMAGNA,OSTELLATO,FERRARA,0,44.711,11.8848,728510,4.95489e+06,-3,33.3
53128,Novafeltria,simnbo,ITALY,EMILIA-ROMAGNA,RIMINI,NOVAFELTRIA,0,43.9011,12.2861,763904,4.86614e+06,331,35.7
53129,Saludecio,simnbo,ITALY,EMILIA-ROMAGNA,RIMINI,SALUDECIO,0,43.8739,12.6697,794847,4.86442e+06,328,35
53133,Tredozio,simnbo,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,TREDOZIO,1,44.082,11.7453,719804,4.88465e+06,330,33.6
53134,Premilcuore,simnbo,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,PREMILCUORE,1,43.9849,11.7871,723512,4.87398e+06,427,34.5
53138,Verghereto,simnbo,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,VERGHERETO,0,43.7942,12.0047,741737,4.8534e+06,805,32.8
53148,Villa Ghigi,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,BOLOGNA,0,44.4761,11.3256,684953,4.92739e+06,203,31.1
53149,Frassinoro,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,FRASSINORO,0,44.2947,10.5748,625635,4.90581e+06,1105,27.2
5317,Santo Stefano d'Aveto,simnpr,ITALY,LIGURIA,GENOVA,SANTO STEFANO D'AVETO,1,44.5459,9.45005,535750,4.93261e+06,1007,27.1
5343,Monteombraro,simnbo,ITALY,EMILIA-ROMAGNA,MODENA,ZOCCA,0,44.3763,11.0088,660029,4.91563e+06,700,28.8
5345,Cottede,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,CASTIGLIONE DEI PEPOLI,0,44.1096,11.1693,673603,4.88634e+06,794,29.9
5346,Firenzuola,simnbo,ITALY,TOSCANA,FIRENZE,FIRENZUOLA,1,44.1219,11.3745,689984,4.88815e+06,476,34.4
5356,Casoni di Romagna,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,MONTERENZIO,0,44.2536,11.4254,693622,4.9029e+06,708,28.8
5360,Casteldelci,simnbo,ITALY,EMILIA-ROMAGNA,RIMINI,CASTELDELCI,0,43.7882,12.1427,752866,4.85315e+06,720,32.6
5385,Sassostorno,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,LAMA MOCOGNO,0,44.2594,10.6741,633632,4.90205e+06,971,30.4
5391,Nociveglia,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,BEDONIA,0,44.5471,9.61004,548458,4.93282e+06,855,25.9
5392,Doccia di Fiumalbo,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,FIUMALBO,0,44.1901,10.6731,633712,4.89435e+06,1371,26.9
5398,Lago Ballano,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,MONCHIO DELLE CORTI,0,44.3695,10.1021,587808,4.9135e+06,1339,25.7
5400,Ligonchio,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,VENTASSO,0,44.317,10.3449,607253,4.90796e+06,900,29.2
5401,Neviano Arduini,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,NEVIANO DEGLI ARDUINI,0,44.5834,10.3138,604292,4.93751e+06,513,30.6
5402,Montegroppo,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,ALBARETO,1,44.4188,9.68641,554643,4.91862e+06,656,28.2
5404,Pianello Val Tidone,simnpr,ITALY,EMILIA-ROMAGNA,PIACENZA,PIANELLO VAL TIDONE,0,44.9371,9.43104,534010,4.97606e+06,410,30.2
5405,Bosco di Corniglio,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,CORNIGLIO,0,44.439,10.0335,582249,4.92115e+06,902,28.3
5406,Salsomaggiore,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,SALSOMAGGIORE TERME,0,44.819,9.99125,578371,4.96332e+06,146,31
5407,Casoni di Santa Maria di Taro,simnpr,ITALY,EMILIA-ROMAGNA,PARMA,TORNOLO,1,44.4375,9.4807,538256,4.92058e+06,853,26.2
5408,La Stella,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CASINA,0,44.5299,10.4907,618448,4.93181e+06,729,27.2
5409,Febbio,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,VILLA MINOZZO,1,44.2979,10.4275,613874,4.90595e+06,1148,29
5410,Farneta,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,MONTEFIORINO,0,44.3499,10.5701,625142,4.91193e+06,703,30.7
5412,Collagna,simnpr,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,VENTASSO,0,44.3448,10.2712,601326,4.91095e+06,832,28.7
5413,Montese,simnpr,ITALY,EMILIA-ROMAGNA,MODENA,MONTESE,0,44.2769,10.9421,654977,4.90446e+06,920,29
