id,name,dataset,state,region,province,municipality,lapse_rate_code,lat,lon,utmx,utmy,altitude,value
6030,Piacenza urbana,urbane,ITALY,EMILIA-ROMAGNA,PIACENZA,PIACENZA,1,45.0549,9.67965,553515,4.98928e+06,71,13.4
6032,Reggio nell'Emilia urbana,urbane,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,REGGIO NELL'EMILIA,1,44.6978,10.6337,629436,4.95068e+06,72,13.2
6033,Modena urbana,urbane,ITALY,EMILIA-ROMAGNA,MODENA,MODENA,1,44.6564,10.917,651988,4.94657e+06,73,13
6035,Ferrara urbana,urbane,ITALY,EMILIA-ROMAGNA,FERRARA,FERRARA,1,44.8325,11.6211,707187,4.96769e+06,26,10.7
6037,Forli' urbana,urbane,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,FORLI',1,44.2204,12.0418,742974,4.90085e+06,51,11.9
6038,Cesena urbana,urbane,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,CESENA,1,44.1382,12.2436,759456,4.89234e+06,77,11.9
6227,Mezzolara,agrmet,ITALY,EMILIA-ROMAGNA,BOLOGNA,BUDRIO,0,44.5711,11.5338,701187,4.93843e+06,20,12.3
6228,Sant'Antonio Arpa,agrmet,ITALY,EMILIA-ROMAGNA,BOLOGNA,MEDICINA,0,44.5686,11.7327,716990,4.93866e+06,8,12.7
6232,Castel San Pietro Arpa,agrmet,ITALY,EMILIA-ROMAGNA,BOLOGNA,CASTEL SAN PIETRO TERME,0,44.4111,11.597,706771,4.92082e+06,58,12.7
6233,Formigine,agrmet,ITALY,EMILIA-ROMAGNA,MODENA,FORMIGINE,1,44.5512,10.9094,651658,4.93487e+06,90,13
6237,Zibello,agrmet,ITALY,EMILIA-ROMAGNA,PARMA,POLESINE ZIBELLO,0,45.0069,10.1679,592034,4.98439e+06,31,12.3
6238,Castelnovo di Sotto,agrmet,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CASTELNOVO DI SOTTO,0,44.8369,10.5782,624741,4.96605e+06,23,12.5
6239,Carpineti,agrmet,ITALY,EMILIA-ROMAGNA,REGGIO EMILIA,CARPINETI,0,44.4756,10.5086,619984,4.92581e+06,580,12.7
6240,Montefiorino,agrmet,ITALY,EMILIA-ROMAGNA,MODENA,MONTEFIORINO,0,44.3281,10.6227,629378,4.90959e+06,632,13.6
6242,Pieve di Cusignano,agrmet,ITALY,EMILIA-ROMAGNA,PARMA,FIDENZA,0,44.7804,10.0387,582180,4.95908e+06,277,12.1
6245,Mirandola,agrmet,ITALY,EMILIA-ROMAGNA,MODENA,SAN POSSIDONIO,0,44.8861,11.0163,659231,4.97228e+06,18,11.8
6257,Granarolo Faentino,locali,ITALY,EMILIA-ROMAGNA,RAVENNA,FAENZA,0,44.3616,11.9219,732838,4.91619e+06,15,12.2
6259,Cusercoli,agrmet,ITALY,EMILIA-ROMAGNA,FORLI-CESENA,CIVITELLA DI ROMAGNA,0,44.0411,11.9819,738910,4.88076e+06,330,12.7
6260,San Nicolo',agrmet,ITALY,EMILIA-ROMAGNA,PIACENZA,ROTTOFRENO,0,45.0414,9.58959,546435,4.98772e+06,68,14.1
6261,Castellazzo Villanova d'Arda,agrmet,ITALY,EMILIA-ROMAGNA,PIACENZA,VILLANOVA SULL'ARDA,0,45.0025,10.0049,579201,4.98372e+06,41,13.2
6263,San Felice sul Panaro,agrmet,ITALY,EMILIA-ROMAGNA,MODENA,SAN FELICE SUL PANARO,0,44.8261,11.1258,668050,4.96583e+06,16,11.8
6264,Padulle Sala Bolognese,agrmet,ITALY,EMILIA-ROMAGNA,BOLOGNA,SALA BOLOGNESE,0,44.6278,11.2906,681697,4.94415e+06,25,12.2
6265,Sasso Morelli,agrmet,ITALY,EMILIA-ROMAGNA,BOLOGNA,IMOLA,0,44.4195,11.7541,719246,4.92216e+06,19,13.3
6267,Mulazzano,locali,ITALY,EMILIA-ROMAGNA,RIMINI,CORIANO,0,43.9525,12.5362,783747,4.87268e+06,190,11.1
6270,Morciano,agrmet,ITALY,EMILIA-ROMAGNA,RIMINI,MORCIANO DI ROMAGNA,0,43.9118,12.6429,792509,4.86853e+06,65,11.8
6584,Metauro 1,fiduma,ITALY,MARCHE,PESARO E URBINO,CARTOCETO,0,43.7627,12.9676,819372,4.85317e+06,36,13.7
6612,Sant'Angelo in Vado,fiduma,ITALY,MARCHE,PESARO E URBINO,SANT'ANGELO IN VADO,1,43.6669,12.4102,774944,4.84053e+06,352,10.5
6625,Urbino,fiduma,ITALY,MARCHE,PESARO E URBINO,URBINO,0,43.7232,12.6367,792928,4.84756e+06,471,8.89999
6640,Sellarino Voghiera,agrmet,ITALY,EMILIA-ROMAGNA,FERRARA,VOGHIERA,0,44.7466,11.7464,717410,4.95847e+06,3,11.1
6643,Mirabello,agrmet,ITALY,EMILIA-ROMAGNA,FERRARA,TERRE DEL RENO,0,44.8319,11.4544,694006,4.9672e+06,10,11.1
7,San Pietro Capofiume,locali,ITALY,EMILIA-ROMAGNA,BOLOGNA,MOLINELLA,0,44.6538,11.6226,707946,4.94784e+06,11,12.3
70000,Brisighella,agrmet,ITALY,EMILIA-ROMAGNA,RAVENNA,BRISIGHELLA,0,44.2198,11.7554,720101,4.89998e+06,185,15.3
7794,Camaldoli,fiduto,ITALY,TOSCANA,AREZZO,POPPI,0,43.8104,11.8174,726601,4.85467e+06,1111,2.79999
8,Loiano,locali,ITALY,EMILIA-ROMAGNA,BOLOGNA,LOIANO,0,44.2609,11.3265,685704,4.90349e+06,741,9.69999
8433,Bologna Torre Asinelli,simnbo,ITALY,EMILIA-ROMAGNA,BOLOGNA,BOLOGNA,1,44.4942,11.3468,686582,4.92944e+06,148,12.8
